folder_name,perspective_taking,length,readability_fog,readability_flesch_reading_ease,readability_smog,readability_automated_readability,sentiment_polarity,sentiment_subjectivity,comparative,superlative,present,past,future,ESGBERT/EnvironmentalBERT-forest_class_0,ESGBERT/EnvironmentalBERT-forest_class_1,ESGBERT/EnvironmentalBERT-action_class_0,ESGBERT/EnvironmentalBERT-action_class_1,ESGBERT/EnvironmentalBERT-environmental_class_0,ESGBERT/EnvironmentalBERT-environmental_class_1,ESGBERT/GovernanceBERT-governance_class_0,ESGBERT/GovernanceBERT-governance_class_1,ESGBERT/SocialBERT-social_class_0,ESGBERT/SocialBERT-social_class_1,ESGBERT/EnvironmentalBERT-water_class_0,ESGBERT/EnvironmentalBERT-water_class_1,ESGBERT/EnvironmentalBERT-biodiversity_class_0,ESGBERT/EnvironmentalBERT-biodiversity_class_1,exchange,ticker,year1,year2
NYSE_VC_2018,0.0479999616000307,10.977465560245877,13.51,21.43,17.9,17.6,0.1456840720734525,0.3810234902757028,28,21,610,323,20,0.9665247201919556,0.033475250005722,0.4921974837779999,0.5078025460243225,0.679877519607544,0.3201224505901336,0.8990521430969238,0.1009478643536567,0.6598071455955505,0.3401927947998047,0.9172499179840088,0.08275006711483,0.9928076267242432,0.0071923462674021,NYSE,VC,2018,nan
NYSE_INGR_2013,0.02222220987655,9.888729181560583,12.84,16.62,16.8,16.0,0.170967474386079,0.3938642055618797,10,6,228,109,5,0.9686430096626282,0.0313569754362106,0.312710702419281,0.687289297580719,0.4552226662635803,0.5447773337364197,0.8622546792030334,0.1377453356981277,0.3162377178668976,0.6837623119354248,0.85100919008255,0.1489908099174499,0.999863624572754,0.0001363576448056,NYSE,INGR,2013,nan
NYSE_SERV_2019,0.0,10.193017915845529,14.59,22.45,17.7,17.8,0.1052465903272355,0.4101698779118135,7,11,336,91,3,0.9836981892585754,0.0163017604500055,0.6700926423072815,0.3299073874950409,0.6039421558380127,0.3960579037666321,0.8835678100585938,0.1164321899414062,0.4114596247673034,0.5885403752326965,0.9232313632965088,0.0767685249447822,0.9808860421180724,0.0191139411181211,NYSE,SERV,2019,nan
NYSE_AEE_2020,0.0229508121472747,11.04821977681779,13.22,21.02,17.9,17.3,0.0540550658750483,0.4723592568751015,50,7,658,265,26,0.9997981786727904,0.0002017963561229,0.6425829529762268,0.3574170768260956,0.5684406161308289,0.4315593838691711,0.911981463432312,0.0880185365676879,0.7867165207862854,0.213283509016037,0.9612023830413818,0.0387977436184883,0.974315106868744,0.0256849229335784,NYSE,AEE,2020,nan
NYSE_KNL_2006,0.0,10.472770745873689,11.75,26.3,16.1,15.6,0.1261038809530188,0.3911380844570501,18,4,246,306,44,0.7894870042800903,0.210513025522232,0.2177198678255081,0.7822801470756531,0.1824138760566711,0.8175861835479736,0.970816135406494,0.0291839446872472,0.8335779309272766,0.1664220243692398,0.918695330619812,0.081304632127285,0.9789815545082092,0.0210184752941131,NYSE,KNL,2006,nan
NYSE_NI_2016,0.0,9.912050783196616,16.41,16.05,19.0,20.1,0.1214562175581132,0.3691366611271823,6,3,151,119,1,0.9998760223388672,0.0001239779230672,0.7638866305351257,0.236113429069519,0.5768284201622009,0.4231716096401214,0.9212753176689148,0.0787246525287628,0.571376383304596,0.4286235868930816,0.9791138768196106,0.0208860337734222,0.9998679161071776,0.0001320535229751,NYSE,NI,2016,nan
NYSE_WMB_2021,0.0020725387527181,12.814911157128904,10.29,15.81,17.5,17.6,0.1229147633470092,0.3961998097937318,132,77,3510,1746,97,0.9936968684196472,0.0063032144680619,0.3698609471321106,0.6301390528678894,0.3996638655662536,0.6003361344337463,0.8746710419654846,0.1253290027379989,0.6870833039283752,0.3129166066646576,0.968786120414734,0.0312139652669429,0.9706265330314636,0.0293735079467296,NYSE,WMB,2021,nan
NYSE_URI_2014,0.0094936678817506,10.883747893748222,12.39,32.53,16.4,15.6,0.1589980796098285,0.412758058588447,31,20,528,313,10,0.9998517632484436,0.0001481842482462,0.5235431790351868,0.4764568209648132,0.656795859336853,0.3432041108608246,0.9373763203620912,0.0626235902309417,0.625562310218811,0.3744377195835113,0.9322970509529114,0.0677028596401214,0.993459701538086,0.0065402304753661,NYSE,URI,2014,nan
NYSE_CAJ_2003,0.0169794444164929,12.567568450422849,10.11,24.58,16.8,16.4,0.0837050865513,0.3665316890731828,103,46,2396,1762,29,0.9868233799934388,0.0131765808910131,0.5185246467590332,0.4814754128456116,0.3571323454380035,0.6428676843643188,0.9561042189598083,0.0438958369195461,0.8645134568214417,0.1354865282773971,0.9100723266601562,0.0899276658892631,0.990427017211914,0.0095729613676667,NYSE,CAJ,2003,nan
NYSE_RCI_2019,0.0009578543143817,11.715155852570897,11.16,23.46,17.0,16.5,0.1459622724089631,0.3607136656235929,49,33,1137,739,16,0.9864925742149352,0.013507411815226,0.490347295999527,0.5096527338027954,0.5900901556015015,0.4099098145961761,0.7920624613761902,0.207937479019165,0.4446834027767181,0.5553166270256042,0.9821345806121826,0.0178653504699468,0.9997735023498536,0.0002264710346935,NYSE,RCI,2019,nan
