ticker
KRA
ASIX
APH
PEG
DD
VAR
ELS
NWL
EMN
LTHM
TEN
CVIA
MGM
MAS
MOS
UE
FDX
RTX
NWN
HCC
AXL
WCN
EE
LII
BLD
PVH
WRB
MU
ORCL
IT
EW
EVRG
BC
SMG
HFC
MMC
WRE
AMN
DPH
TNC
CLR
CLF
NX
INSW
EXC
FLO
SEE
SYK
ATH
TGT
PCH
DOC
TX
CIT
TKR
FNF
GIB
MCO
CWEN
ETRN
NGLS
ABB
CHL
HRB
NLSN
OGS
WELL
EXR
CPE
X
NOMD
SMP
DOOR
MO
PSN
EIX
MTW
ABBV
MSI
CHH
PAM
CLH
SPG
WBS
TRV
FLNG
TFX
TPR
ETN
HON
MTOR
SM
SYY
ESS
SE
GL
JPM
HLT
AMX
WU
AR
NTR
STAR
RLGY
MRC
PRI
UNH
FDP
NFG
AIV
NS
HSY
EPD
SHO
EURN
LNC
CPRI
HBAN
FCAU
AIG
MCD
BURL
EQT
ESE
SJM
BLL
UNF
CVEO
PEB
MDP
SO
DNOW
AZ
SLB
H
CPS
BBY
MAXR
CAH
C
VNE
TYL
KAI
RHT
VICI
HASI
WMS
TMX
DOW
OUT
BF
BTE
LDOS
WYND
F
ADT
IGT
CSL
IEX
ZBH
PLL
XYL
SNP
SFL
WWW
CLW
AAP
IRM
AZRE
PKG
LIN
NPO
WGO
HXL
ACCO
HE
ATGE
HMN
TFC
AXE
APA
HST
SYT
BEST
HIW
OKE
REXR
WTS
VFC
ONB
TEL
CRD
HIG
STOR
NLY
FTV
WEC
WH
WPC
HR
VLO
ATKR
CBT
UIS
WPM
LBRT
AME
USB
WGL
CCK
AFI
KSU
WF
GBX
HNI
TSN
EVTC
SAFE
IDA
EBS
ARW
HWM
XRX
SCL
TIF
DEI
AMH
CTLT
CMG
UDR
IPG
AGCO
LH
R
VIPS
PXD
HD
PFE
LYB
LW
SPOT
TFII
OI
WAT
ASX
OEC
TAK
GAM
AVNS
AYI
BVN
KNOP
VOYA
UTX
TMHC
AMP
XPO
AFG
DOX
KKR
HI
STAG
BABA
AVNT
PNR
TCB
MAA
TBI
TEX
AJG
GES
WNC
VMI
AON
FHN
GD
ALG
SUI
EVA
PFSI
COR
FAF
WTI
THS
CUZ
REVG
TSE
CVA
TALO
RIG
PWR
ABM
V
ICE
ALEX
SRC
RPM
SHOP
FBHS
AZO
AAR
MTH
BDX
PACK
PHI
ENIC
SRE
AKR
RHI
E
AWI
LAZ
SSD
ENR
DKS
AMRX
RGA
MOD
CYH
CDE
MPW
OSG
KMI
L
MA
ASH
KFY
HP
VIST
ARD
AL
PHM
KRO
RE
AOS
GLOP
HSC
CXO
JBL
FR
HLF
NVO
BKH
APTV
GPC
EGP
NOV
HLX
BAM
BRX
AHS
KMT
FLT
GTES
BR
HL
CINR
HPR
SALT
VVV
USFD
EXTN
ESNT
TRN
HTA
UVV
UGI
NOW
REG
CLI
CMN
FRC
SBS
DK
GLOG
WCC
DAN
ABG
USX
JCI
QTS
ACC
WES
D
LNT
KEM
GLW
FTSI
DPZ
TRS
LM
PLOW
AMRC
YUM
MSM
DBRG
CNO
RAD
MTB
ADC
MSA
RYAM
BYD
NVTA
PQG
ONTO
WTRG
DBD
ALE
MAC
SI
ESI
TDW
GKOS
MNR
CTT
IBA
EHC
OLN
COO
UUUU
SWX
PMT
PRTY
AIR
EFX
FS
CRGY
ATCO
O
ADNT
DRH
CIEN
CUB
HOME
Y
GLT
CIO
