folder_name,perspective_taking,length,readability_fog,readability_flesch_reading_ease,readability_smog,readability_automated_readability,sentiment_polarity,sentiment_subjectivity,comparative,superlative,present,past,future,ESGBERT/EnvironmentalBERT-forest_class_0,ESGBERT/EnvironmentalBERT-forest_class_1,ESGBERT/EnvironmentalBERT-action_class_0,ESGBERT/EnvironmentalBERT-action_class_1,ESGBERT/EnvironmentalBERT-environmental_class_0,ESGBERT/EnvironmentalBERT-environmental_class_1,ESGBERT/GovernanceBERT-governance_class_0,ESGBERT/GovernanceBERT-governance_class_1,ESGBERT/SocialBERT-social_class_0,ESGBERT/SocialBERT-social_class_1,ESGBERT/EnvironmentalBERT-water_class_0,ESGBERT/EnvironmentalBERT-water_class_1,ESGBERT/EnvironmentalBERT-biodiversity_class_0,ESGBERT/EnvironmentalBERT-biodiversity_class_1
NYSE_RBC_2019,0.02105262419206169,10.765659950722679,12.45,24.58,16.7,16.1,0.139351786169013,0.3701397639475371,32,15,493,180,9,0.999454915523529,0.0005450811586342752,0.7077577710151672,0.29224222898483276,0.6210382580757141,0.3789617419242859,0.8167088031768799,0.18329113721847534,0.5734807848930359,0.4265191853046417,0.8991624712944031,0.10083750635385513,0.9998412728309631,0.00015873154916334897
NYSE_SPXC_2018,0.012987007364931876,10.565144066004702,13.74,14.39,17.7,19.7,0.14357743497337408,0.38530610745712246,29,9,403,168,5,0.9998453855514526,0.00015462757437489927,0.462691992521286,0.5373079776763916,0.5333977341651917,0.46660223603248596,0.8210013508796692,0.17899863421916962,0.5343018174171448,0.4656982123851776,0.9221740961074829,0.0778258889913559,0.9998130798339844,0.00018688633281271905
NYSE_GPS_2014,0.005835543457000348,12.347711087048593,9.5,42.51,14.5,13.5,0.16030158282210322,0.4255292626889753,277,68,3055,1245,53,0.9888410568237305,0.011158892884850502,0.3373863995075226,0.6626136302947998,0.4729391932487488,0.5270608067512512,0.9398287534713745,0.06017124280333519,0.2748846411705017,0.7251153588294983,0.9100279211997986,0.08997207880020142,0.9992543458938599,0.0007457457832060754
NYSE_KRC_2015,0.01217391092627636,11.608299279113481,12.09,22.24,17.3,17.2,0.0891144508449702,0.36191168523636164,37,21,899,642,41,0.9942748546600342,0.005725068040192127,0.5697411298751831,0.4302588701248169,0.35918256640434265,0.640817403793335,0.8676760196685791,0.1323239505290985,0.7552133202552795,0.24478662014007568,0.8260623216629028,0.17393764853477478,0.9997451305389404,0.00025486666709184647
NYSE_BKI_2019,0.011450377309016295,10.594858155916969,14.98,18.69,18.7,19.0,0.08854209673626165,0.37005223482084626,16,3,433,169,4,0.9778730869293213,0.022126823663711548,0.42677995562553406,0.5732200741767883,0.6963382959365845,0.30366167426109314,0.8314734697341919,0.1685265749692917,0.6042318940162659,0.3957681357860565,0.9340218305587769,0.06597808003425598,0.9996296167373657,0.00037041978794150054
NYSE_DELL_2011,0.004651162069587276,11.376796415640765,12.15,22.65,16.6,16.3,0.14822012230096915,0.3855859887091844,79,37,1001,518,26,0.9763544201850891,0.023645509034395218,0.3340374231338501,0.6659626364707947,0.5615635514259338,0.43843644857406616,0.9048013091087341,0.09519872069358826,0.5160861015319824,0.4839138984680176,0.9572895765304565,0.042710479348897934,0.9952672719955444,0.004732736386358738
NYSE_ELAN_2020,0.0072859731719538854,11.312851258239963,12.98,12.87,18.4,18.6,0.1253833969631709,0.3791716097275148,13,14,763,442,16,0.9894967675209045,0.010503197088837624,0.46777015924453735,0.5322297811508179,0.557448148727417,0.4425518214702606,0.7690431475639343,0.23095685243606567,0.4790857136249542,0.5209143757820129,0.9779959321022034,0.022004039958119392,0.9814861416816711,0.018513765186071396
NYSE_ENLC_2018,0.02380949546488635,9.486759252149254,13.97,17.54,16.6,15.7,0.16121880711880712,0.36483876863876863,5,7,169,51,1,0.9686237573623657,0.031376153230667114,0.3405427932739258,0.6594571471214294,0.5492795705795288,0.4507204294204712,0.924141526222229,0.07585848122835159,0.40178611874580383,0.5982138514518738,0.9999419450759888,5.807534034829587e-05,0.9997929334640503,0.00020711164688691497
NYSE_DAL_2016,0.01139600977264818,12.262471882379293,11.37,22.55,17.0,17.0,0.09279088561676073,0.3286562662729987,101,75,1891,1083,31,0.9957907795906067,0.004209201782941818,0.5246716141700745,0.4753284156322479,0.5966211557388306,0.4033788740634918,0.8776902556419373,0.12230974435806274,0.6044593453407288,0.39554065465927124,0.9698218107223511,0.03017817810177803,0.9957482814788818,0.004251763224601746
NYSE_RHP_2020,0.012080535291203317,11.799314201423455,11.81,22.04,17.5,17.2,0.108331836170978,0.38210899998869136,39,23,1159,677,38,0.9929301142692566,0.007069894578307867,0.6726295948028564,0.32737037539482117,0.6059997081756592,0.39400026202201843,0.872671365737915,0.12732870876789093,0.6685712337493896,0.3314287066459656,0.877449631690979,0.12255033105611801,0.9672539830207825,0.03274597227573395
